"Country/area","Technology","Data Type","Grid connection","Year",Electricity statistics
"Austria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",1264.97
"Austria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",1450.13
"Austria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",1695.09
"Austria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",2028.93
"Austria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",2762.61
"Austria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",1268.97
"Austria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",1455.13
"Austria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",1702.09
"Austria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",2042.93
"Austria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",2773.91
"Austria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",2886.70
"Austria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",3132.71
"Austria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",3224.12
"Austria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",3225.98
"Austria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",3422.34
"Austria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",6571.51
"Austria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",6030.43
"Austria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",7450.08
"Austria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",6791.53
"Austria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2021",6740.04
"Austria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Austria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Austria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Austria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Austria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2017",-
"Austria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2018",-
"Austria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2019",-
"Austria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Austria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2021",-
"Austria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",0.92
"Austria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",0.92
"Austria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",0.92
"Austria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",0.92
"Austria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",0.25
"Austria","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",0.09
"Austria","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",0.24
"Austria","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",0.20
"Austria","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",0.07
"Austria","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",0.03
"Belgium","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",3600.40
"Belgium","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",3962.80
"Belgium","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",4523.00
"Belgium","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",5453.00
"Belgium","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",5934.00
"Belgium","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",3308.00
"Belgium","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",3903.54
"Belgium","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",4252.40
"Belgium","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",5112.69
"Belgium","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",5622.70
"Belgium","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",1902.20
"Belgium","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",2119.00
"Belgium","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",2308.20
"Belgium","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",2411.00
"Belgium","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",2686.60
"Belgium","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",3650.30
"Belgium","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",4163.00
"Belgium","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",4961.30
"Belgium","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",5844.90
"Belgium","Onshore wind energy","Electricity Generation (GWh)","On-grid","2021",5071.40
"Belgium","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",877.20
"Belgium","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",1185.90
"Belgium","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",1555.50
"Belgium","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",2261.80
"Belgium","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",2261.80
"Belgium","Offshore wind energy","Electricity Generation (GWh)","On-grid","2017",2870.40
"Belgium","Offshore wind energy","Electricity Generation (GWh)","On-grid","2018",3411.10
"Belgium","Offshore wind energy","Electricity Generation (GWh)","On-grid","2019",4794.10
"Belgium","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",6973.70
"Belgium","Offshore wind energy","Electricity Generation (GWh)","On-grid","2021",6926.20
"Belgium","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Belgium","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Belgium","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Belgium","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Belgium","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Belgium","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",-
"Belgium","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",-
"Belgium","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",-
"Belgium","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Belgium","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",-
"Bulgaria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",1030.70
"Bulgaria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",1033.06
"Bulgaria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",1044.39
"Bulgaria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",1100.21
"Bulgaria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",1274.71
"Bulgaria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",1402.97
"Bulgaria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",1342.79
"Bulgaria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",1417.29
"Bulgaria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",1468.72
"Bulgaria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",1466.60
"Bulgaria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",698.39
"Bulgaria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",698.92
"Bulgaria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",703.12
"Bulgaria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",702.80
"Bulgaria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",704.38
"Bulgaria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",1504.06
"Bulgaria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",1318.12
"Bulgaria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",1316.99
"Bulgaria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",1477.13
"Bulgaria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2021",1433.56
"Bulgaria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Bulgaria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Bulgaria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Bulgaria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bulgaria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Bulgaria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2017",-
"Bulgaria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2018",-
"Bulgaria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2019",-
"Bulgaria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Bulgaria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2021",-
"Bulgaria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Bulgaria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Bulgaria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Bulgaria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bulgaria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Bulgaria","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",-
"Bulgaria","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",-
"Bulgaria","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",-
"Bulgaria","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Bulgaria","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",-
"Croatia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",60.00
"Croatia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",67.70
"Croatia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",84.80
"Croatia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",108.50
"Croatia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",138.30
"Croatia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",78.70
"Croatia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",74.90
"Croatia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",83.10
"Croatia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",95.50
"Croatia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",148.90
"Croatia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",576.10
"Croatia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",586.30
"Croatia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",646.30
"Croatia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",801.30
"Croatia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",986.90
"Croatia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",1204.00
"Croatia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",1335.40
"Croatia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",1467.30
"Croatia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",1720.70
"Croatia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2021",2061.80
"Croatia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Croatia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Croatia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Croatia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Croatia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Croatia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2017",-
"Croatia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2018",-
"Croatia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2019",-
"Croatia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Croatia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2021",-
"Croatia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Croatia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",10.00
"Croatia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",10.00
"Croatia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",10.00
"Croatia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",10.00
"Croatia","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",-
"Croatia","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",2.00
"Croatia","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",91.90
"Croatia","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",93.70
"Croatia","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",89.70
"Czechia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",2061.91
"Czechia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",2067.52
"Czechia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",2084.85
"Czechia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",2124.18
"Czechia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",2176.67
"Czechia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",2199.26
"Czechia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",2364.78
"Czechia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",2316.15
"Czechia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",2294.36
"Czechia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",2249.86
"Czechia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",308.21
"Czechia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",316.20
"Czechia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",339.41
"Czechia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",339.42
"Czechia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",339.41
"Czechia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",591.04
"Czechia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",609.33
"Czechia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",700.01
"Czechia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",699.08
"Czechia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2021",601.53
"Czechia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Czechia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Czechia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Czechia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Czechia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Czechia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2017",-
"Czechia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2018",-
"Czechia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2019",-
"Czechia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Czechia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2021",-
"Czechia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Czechia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Czechia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Czechia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Czechia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Czechia","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",-
"Czechia","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",-
"Czechia","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",-
"Czechia","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Czechia","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",-
"Denmark","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",906.35
"Denmark","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",998.00
"Denmark","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",1080.00
"Denmark","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",1304.30
"Denmark","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",1704.04
"Denmark","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",751.49
"Denmark","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",952.97
"Denmark","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",963.27
"Denmark","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",1180.53
"Denmark","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",1308.93
"Denmark","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",4225.15
"Denmark","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",4421.86
"Denmark","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",4409.74
"Denmark","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",4557.64
"Denmark","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",4698.25
"Denmark","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",9600.23
"Denmark","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",9271.82
"Denmark","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",9952.26
"Denmark","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",9727.13
"Denmark","Onshore wind energy","Electricity Generation (GWh)","On-grid","2021",8461.63
"Denmark","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",1263.80
"Denmark","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",1700.80
"Denmark","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",1700.80
"Denmark","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",1700.90
"Denmark","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",2305.70
"Denmark","Offshore wind energy","Electricity Generation (GWh)","On-grid","2017",5179.77
"Denmark","Offshore wind energy","Electricity Generation (GWh)","On-grid","2018",4630.14
"Denmark","Offshore wind energy","Electricity Generation (GWh)","On-grid","2019",6197.57
"Denmark","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",6603.09
"Denmark","Offshore wind energy","Electricity Generation (GWh)","On-grid","2021",7592.84
"Denmark","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Denmark","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Denmark","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Denmark","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Denmark","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Denmark","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",-
"Denmark","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",-
"Denmark","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",-
"Denmark","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Denmark","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",-
"Estonia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",15.00
"Estonia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",31.90
"Estonia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",120.60
"Estonia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",207.67
"Estonia","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",394.77
"Estonia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",14.49
"Estonia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",30.80
"Estonia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",73.50
"Estonia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",245.13
"Estonia","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",353.67
"Estonia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",311.80
"Estonia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",310.00
"Estonia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",316.00
"Estonia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",317.00
"Estonia","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",316.00
"Estonia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",723.00
"Estonia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",636.00
"Estonia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",687.00
"Estonia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",844.00
"Estonia","Onshore wind energy","Electricity Generation (GWh)","On-grid","2021",733.00
"Estonia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Estonia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Estonia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Estonia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Estonia","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Estonia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2017",-
"Estonia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2018",-
"Estonia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2019",-
"Estonia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Estonia","Offshore wind energy","Electricity Generation (GWh)","On-grid","2021",-
"Estonia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Estonia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Estonia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Estonia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Estonia","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Estonia","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",-
"Estonia","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",-
"Estonia","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",-
"Estonia","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Estonia","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",-
"Finland","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",77.00
"Finland","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",133.00
"Finland","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",210.00
"Finland","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",299.00
"Finland","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",398.00
"Finland","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",48.51
"Finland","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",90.23
"Finland","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",147.18
"Finland","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",218.47
"Finland","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",297.52
"Finland","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",2012.00
"Finland","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",2009.00
"Finland","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",2252.00
"Finland","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",2554.00
"Finland","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",3225.00
"Finland","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",4693.32
"Finland","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",5600.89
"Finland","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",5754.08
"Finland","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",7950.67
"Finland","Onshore wind energy","Electricity Generation (GWh)","On-grid","2021",8239.91
"Finland","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",32.00
"Finland","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",32.00
"Finland","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",32.00
"Finland","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",32.00
"Finland","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",32.00
"Finland","Offshore wind energy","Electricity Generation (GWh)","On-grid","2017",101.88
"Finland","Offshore wind energy","Electricity Generation (GWh)","On-grid","2018",237.78
"Finland","Offshore wind energy","Electricity Generation (GWh)","On-grid","2019",270.67
"Finland","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",305.01
"Finland","Offshore wind energy","Electricity Generation (GWh)","On-grid","2021",266.83
"Finland","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2017",-
"Finland","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2018",-
"Finland","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2019",-
"Finland","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Finland","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2021",-
"Finland","Geothermal energy","Electricity Generation (GWh)","On-grid","2017",-
"Finland","Geothermal energy","Electricity Generation (GWh)","On-grid","2018",-
"Finland","Geothermal energy","Electricity Generation (GWh)","On-grid","2019",-
"Finland","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Finland","Geothermal energy","Electricity Generation (GWh)","On-grid","2021",-
"France","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2017",8100.41
"France","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2018",8998.22
"France","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2019",9943.70
"France","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",10889.49
"France","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2021",13072.63
"France","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2017",9586.61
"France","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2018",10808.15
"France","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2019",12165.28
"France","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",13189.17
"France","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2021",15356.91
"France","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2017",13488.55
"France","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2018",14887.34
"France","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2019",16412.55
"France","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",17520.97
"France","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2021",18536.82
"France","Onshore wind energy","Electricity Generation (GWh)","On-grid","2017",24609.44
"France","Onshore wind energy","Electricity Generation (GWh)","On-grid","2018",28598.60
"France","Onshore wind energy","Electricity Generation (GWh)","On-grid","2019",34721.68
"France","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",40045.40
